20170103,-67202264.6920499
20170104,-40206136.29365
20170105,12130698.0646
20170106,-10757555.9992001
20170109,11235375.6955999
20170110,78375168.60315
20170111,8978200.113
20170112,19526357.484
20170113,-15067993.2916
20170116,-17831257.0522
20170117,7540868.1628
20170118,-1280129.02
20170119,18395580.3808501
20170120,28904615.4546
20170123,13850729.3587499
20170124,2627849.1554
20170125,1388682.7582
20170126,40354805.9001
20170203,20908215.0697001
20170206,16851453.1146
20170207,326560.8432
20170208,39758993.70345
20170209,-18755530.49265
20170210,-31399406.25
20170213,52378482.2688
20170214,-43299825.85645
20170215,21740195.3046
20170216,-81448993.8739
20170217,-31283032.2345
20170220,38753917.344
20170221,10474949.16385
20170222,-1310928.54119993
20170223,20776546.0764001
20170224,28535711.7567999
20170227,52299107.7648
20170228,14055236.936
20170301,-36515862.0741002
20170302,4267474.992
20170303,-74755895.5090501
20170306,-29829925.22295
20170307,-9258164.45879993
20170308,28860184.7620501
20170309,18122510.9718998
20170310,-17352171.5545
20170313,94801145.88
20170314,-2998882.1536
20170315,19718165.256
20170316,-15206464.1111
20170317,26428226.0816
20170320,-42678350.3764
20170321,46472147.9988001
20170322,58606577.5676
20170323,-3980888.05760001
20170324,-8127435.6656
20170327,37956385.8773999
20170328,-20780194.398
20170329,-45058851.295
20170330,-29438847.44
20170331,-51813904.3936
20170405,-8649333.8743
20170406,-1722563.0948
20170407,67670124.3392499
20170410,16388270.0249
20170411,4340259.51125005
20170412,56467032.96875
20170413,-44736298.9632001
20170414,-557792.68625
20170417,9297994.77540003
20170418,55279698.43755
20170419,-18031381.0905001
20170420,-74445639.08145
20170421,27610112.85565
20170424,-57950709.4993999
20170425,15823178.53375
20170426,12979758.6041
20170427,-12943898.1152
20170428,49339201.9825
20170502,13870660.4352
20170503,-30014796.3707
20170504,107757793.88595
20170505,-654746.804600035
20170508,-48848386.2791
20170509,7010550.1368
20170510,33041998.9533
20170511,-34018077.3029
20170512,-33754665.7703999
20170515,-26026702.86645
20170516,-3297588.98650004
20170517,-4280201.5216
20170518,15874577.9356
20170519,53697187.7509
20170522,44874119.4463
20170523,-1139723.7894
20170524,21569682.4411501
20170525,-44869846.8588
