DLi_DLj@192.168.1.61@35201.csv,Sharpe=2.075,Volatility=0.398,0.15/V=0.377,0.12/V=0.302
DLi_DLjm@192.168.1.61@35202.csv,Sharpe=1.727,Volatility=0.442,0.15/V=0.339,0.12/V=0.271
DLi_SQhc@192.168.1.61@35203.csv,Sharpe=0.865,Volatility=1.077,0.15/V=0.139,0.12/V=0.111
DLi_SQrb@192.168.1.61@35204.csv,Sharpe=1.226,Volatility=0.618,0.15/V=0.243,0.12/V=0.194
DLi_ZZSF@192.168.1.61@35205.csv,Sharpe=0.539,Volatility=1.162,0.15/V=0.129,0.12/V=0.103
DLi_ZZSM@192.168.1.61@35206.csv,Sharpe=0.482,Volatility=0.925,0.15/V=0.162,0.12/V=0.130
DLi_ZZTC@192.168.1.61@35207.csv,Sharpe=1.279,Volatility=0.773,0.15/V=0.194,0.12/V=0.155
DLjm_SQhc@192.168.1.61@35208.csv,Sharpe=2.264,Volatility=0.335,0.15/V=0.448,0.12/V=0.359
DLjm_SQrb@192.168.1.61@35209.csv,Sharpe=2.230,Volatility=0.323,0.15/V=0.465,0.12/V=0.372
DLjm_ZZSF@192.168.1.61@35210.csv,Sharpe=0.481,Volatility=0.427,0.15/V=0.351,0.12/V=0.281
DLj_DLjm@192.168.1.61@35211.csv,Sharpe=1.269,Volatility=0.243,0.15/V=0.617,0.12/V=0.494
DLj_SQhc@192.168.1.61@35212.csv,Sharpe=2.190,Volatility=0.317,0.15/V=0.473,0.12/V=0.379
DLj_SQrb@192.168.1.61@35213.csv,Sharpe=2.750,Volatility=0.289,0.15/V=0.519,0.12/V=0.415
DLj_ZZSF@192.168.1.61@35214.csv,Sharpe=1.452,Volatility=0.416,0.15/V=0.361,0.12/V=0.289
DLj_ZZSM@192.168.1.61@35215.csv,Sharpe=0.721,Volatility=0.400,0.15/V=0.375,0.12/V=0.300
DLj_ZZTC@192.168.1.61@35216.csv,Sharpe=1.033,Volatility=0.348,0.15/V=0.431,0.12/V=0.344
SQhc_ZZSF@192.168.1.61@35217.csv,Sharpe=0.586,Volatility=0.516,0.15/V=0.291,0.12/V=0.232
SQhc_ZZSM@192.168.1.61@35218.csv,Sharpe=0.679,Volatility=0.487,0.15/V=0.308,0.12/V=0.246
SQhc_ZZTC@192.168.1.61@35219.csv,Sharpe=1.070,Volatility=0.436,0.15/V=0.344,0.12/V=0.275
SQrb_ZZSF@192.168.1.61@35220.csv,Sharpe=1.882,Volatility=0.498,0.15/V=0.301,0.12/V=0.241
SQrb_ZZSM@192.168.1.61@35221.csv,Sharpe=1.172,Volatility=0.487,0.15/V=0.308,0.12/V=0.247
ZZTC_ZZSF@192.168.1.61@35222.csv,Sharpe=0.020,Volatility=0.463,0.15/V=0.324,0.12/V=0.259
ZZTC_ZZSM@192.168.1.61@35223.csv,Sharpe=0.954,Volatility=0.482,0.15/V=0.311,0.12/V=0.249
* Portfolio,Sharpe=2.988, Volatility=0.208, 0.15/V=0.722, 0.12/V=0.578
