20170103,0
20170104,5030763.10000002
20170105,-1249498.3
20170106,-1349296.09999992
20170109,-17886789.6
20170110,9257074.4
20170111,-21337673.2
20170112,-30032113.6
20170113,12449840.6
20170116,18009083.4
20170117,5947628.9
20170118,-13424819.2999999
20170119,-10630109.1
20170120,0
20170123,5545524.3
20170124,0
20170125,0
20170126,0
20170203,-31329832.5
20170206,-7813410.50000012
20170207,3179893.9
20170208,11441001.9000001
20170209,-18881155
20170210,-4492604.2
20170213,33796534.1
20170214,0
20170215,41272015.2999999
20170216,0
20170217,0
20170220,0
20170221,0
20170222,0
20170223,0
20170224,0
20170227,0
20170228,0
20170301,0
20170302,-5284934.10000014
20170303,-3749722.50000003
20170306,7055720.9
20170307,-1238418.8
20170308,42457086.9
20170309,0
20170310,0
20170313,0
20170314,0
20170315,0
20170316,0
20170317,6066111.3
20170320,-29793317.3
20170321,-4818124.3
20170322,-654263.399999898
20170323,-12860856.2999999
20170324,4758612.5
20170327,16445106.7
20170328,-8144935.8
20170329,17238983.5
20170330,0
20170331,0
20170405,10460558.4000001
20170406,0
20170407,0
20170410,0
20170411,0
20170412,0
20170413,-25767319.7
20170414,26774762
20170417,1387314.39999993
20170418,-3325211.5000001
20170419,-31793806.9999999
20170420,-29408812.8
20170421,-9640833.9
20170424,7593900.59999993
20170425,-9283750.99999997
20170426,-26523286.6
20170427,6590881.3
20170428,23424692.6
20170502,2564478.3
20170503,-7132722.4
20170504,11314282.4
20170505,0
20170508,0
20170509,0
20170510,10339932.8
20170511,0
20170512,0
20170515,0
20170516,0
20170517,0
20170518,0
20170519,0
20170522,0
20170523,0
20170524,0
20170525,0
20170526,0
20170531,-11331678
20170601,-9420314.09999984
20170602,4769798
20170605,2584525.3999999
20170606,1272603.40000008
20170607,3817613.29999997
20170608,0
20170609,0
20170612,0
20170613,0
20170614,0
20170615,0
20170616,0
20170619,0
20170620,0
20170621,0
20170622,0
20170623,0
20170626,9724246.8
20170627,0
20170628,0
20170629,0
20170630,0
20170703,0
20170704,0
20170705,0
20170706,1175582.3
20170707,9468545.9
20170710,0
20170711,0
20170712,92508.2
20170713,-2594163.2
20170714,1231230.4
20170717,1863477
20170718,-1933158.3
20170719,-7440228.6
20170720,46696509.2
20170721,0
20170724,-4741061.2
20170725,-8139693.6
20170726,-17013638.7999999
20170727,-7719626.39999988
20170728,-8941973.8
20170731,-13199973.0000001
20170801,11932986.6
20170802,-7780647.9
20170803,-4924695.6
20170804,-22167935.7000001
20170807,1192959.3
20170808,6505542.80000008
20170809,1427964.8
20170810,-20553676.3
20170811,8711180.20000008
20170814,-13794639.3
20170815,-3047963.09999989
20170816,-12258943.5
20170817,25296946.6
20170818,6486675.6
20170821,11158665.6
20170822,0
20170823,0
20170824,0
20170825,6260722.70000006
20170828,0
20170829,6101233.9
20170830,-20589599
20170831,-13215168.8
20170901,16178493.2
20170904,5543090.1
20170905,-5650365.3
20170906,-3371428.8
20170907,13802238.7999999
20170908,0
20170911,0
20170912,0
20170913,0
20170914,0
20170915,0
20170918,0
20170919,2242533.5
20170920,-5230220.99999998
20170921,22362765.9999998
20170922,-11587569.4000001
20170925,-14508958.2
20170926,11897853.1
20170927,-2946404.3
20170928,-466421.799999953
20170929,-13534403.0999999
20171009,-13191379.4
20171010,-24979800.5999999
20171011,10204525.7
20171012,-4954178.29999997
20171013,24031538.2
20171016,11835003.4
20171017,0
20171018,0
20171019,0
20171020,0
20171023,0
20171024,0
20171025,0
20171026,0
20171027,16938805.3
20171030,1820427.4
20171031,12500093.6000001
20171101,-16353463.1999999
20171102,4064453.9
20171103,0
20171106,0
20171107,0
20171108,0
20171109,0
20171110,12037242.9
20171113,0
20171114,0
20171115,17303826.3
20171116,0
20171117,0
20171120,0
20171121,0
20171122,0
20171123,0
20171124,0
20171127,16088801.3
20171128,0
20171129,0
20171130,-14382921.6
20171201,-16535353.6000001
20171204,20969737.6
20171205,-7156821.2
20171206,-22081583.2000001
20171207,17218943.6
20171208,-1297990.3999999
20171211,-5956041.8
20171212,-8979784.8
20171213,-17186530.5
20171214,-18092620.9
20171215,5964097.69999997
20171218,-9052154.3
20171219,19631672.7
20171220,5381834.1
20171221,31651.7999999554
20171222,0
20171225,0
20171226,0
20171227,0
20171228,0
20171229,-6405729.2
20180102,0
20180103,-13636501.8
20180104,-28312643.2
20180105,-27593157.2
20180108,-9088108.4
20180109,-7958107.6
20180110,-4606111.6
20180111,8396871.6
20180112,7234776.1
20180115,-8384487.5
20180116,26570778.2000001
20180117,0
20180118,0
20180119,0
20180122,0
20180123,0
20180124,0
20180125,-10323445.2
20180126,-8011394.10000015
20180129,-3998810.1
20180130,0
20180131,0
20180201,0
20180202,0
20180205,0
20180206,0
20180207,0
20180208,0
20180209,0
20180212,0
20180213,0
20180214,0
20180222,0
20180223,0
20180226,0
20180227,0
20180228,0
20180301,0
20180302,0
20180305,0
20180306,0
20180307,0
20180308,0
20180309,0
20180312,0
20180313,0
20180314,0
20180315,0
20180316,0
20180319,0
20180320,0
20180321,0
20180322,0
20180323,0
20180326,0
20180327,0
20180328,0
20180329,0
20180330,0
20180402,0
20180403,0
20180404,0
20180409,0
20180410,0
20180411,0
20180412,0
20180413,0
20180416,0
20180417,0
20180418,0
20180419,0
20180420,0
20180423,0
20180424,0
20180425,0
20180426,0
20180427,0
20180502,0
20180503,0
20180504,0
20180507,0
20180508,0
20180509,0
20180510,0
20180511,0
20180514,0
20180515,0
20180516,0
20180517,0
20180518,0
20180521,0
20180522,0
20180523,0
20180524,0
20180525,0
20180528,0
20180529,0
20180530,0
20180531,0
20180601,0
20180604,0
20180605,0
20180606,0
20180607,0
20180608,0
20180611,0
20180612,0
20180613,0
20180614,0
20180615,0
20180619,0
20180620,0
20180621,0
20180622,0
20180625,0
20180626,0
20180627,0
20180628,0
20180629,0
20180702,0
20180703,0
20180704,0
20180705,0
20180706,0
20180709,0
20180710,0
20180711,0
20180712,0
20180713,0
20180716,0
20180717,0
20180718,0
20180719,0
20180720,0
20180723,0
20180724,0
20180725,0
20180726,0
20180727,0
20180730,0
20180731,0
20180801,0
20180802,0
20180803,0
20180806,0
20180807,0
20180808,0
20180809,0
20180810,0
20180813,0
20180814,0
20180815,0
20180816,0
20180817,0
20180820,0
20180821,0
20180822,0
20180823,0
20180824,0
20180827,0
20180828,0
20180829,0
20180830,0
20180831,0
20180903,0
20180904,0
20180905,0
20180906,0
20180907,0
20180910,0
20180911,0
20180912,0
20180913,0
20180914,0
20180917,0
20180918,0
20180919,0
20180920,0
20180921,0
20180925,0
20180926,0
20180927,0
20180928,0
20181008,0
20181009,0
20181010,0
20181011,0
20181012,0
20181015,0
20181016,0
20181017,0
20181018,0
20181019,0
20181022,0
20181023,0
20181024,0
20181025,0
20181026,0
20181029,0
20181030,0
20181031,0
20181101,0
20181102,0
20181105,0
20181106,0
20181107,0
20181108,0
20181109,0
20181112,0
20181113,0
20181114,0
20181115,0
20181116,0
20181119,0
20181120,0
20181121,0
20181122,0
20181123,0
20181126,0
20181127,0
20181128,0
20181129,0
20181130,0
20181203,0
20181204,0
20181205,0
20181206,0
20181207,0
20181210,0
20181211,0
20181212,0
20181213,0
20181214,0
20181217,0
20181218,0
20181219,0
20181220,0
20181221,0
20181224,0
20181225,0
20181226,0
20181227,0
20181228,0
20190102,0
20190103,0
20190104,0
20190107,0
20190108,0
20190109,0
20190110,0
20190111,0
20190114,0
20190115,0
20190116,0
20190117,0
20190118,0
20190121,0
20190122,0
20190123,0
20190124,0
20190125,0
20190128,0
20190129,0
20190130,0
20190131,0
20190201,0
20190211,0
20190212,0
20190213,0
20190214,0
20190215,0
20190218,0
20190219,0
20190220,0
20190221,0
20190222,0
20190225,0
20190226,0
20190227,0
20190228,0
20190301,0
20190304,0
20190305,0
20190306,0
20190307,0
20190308,0
20190311,0
20190312,0
20190313,0
20190314,0
20190315,0
20190318,0
20190319,0
20190320,0
20190321,0
20190322,0
20190325,0
20190326,0
20190327,0
20190328,0
20190329,0
20190401,0
20190402,0
20190403,0
20190404,0
20190408,0
20190409,0
20190410,0
20190411,0
20190412,0
