TraderId,Date,Pnl,Commission,Slippage
DLcs@192.168.1.55@15112,20170103,-14018136.75,0,0
DLcs@192.168.1.55@15112,20170104,9286125.3000001,0,0
DLcs@192.168.1.55@15112,20170105,-1119851.175,0,0
DLcs@192.168.1.55@15112,20170106,13846667.8499999,0,0
DLcs@192.168.1.55@15112,20170109,-1046950.12499997,0,0
DLcs@192.168.1.55@15112,20170110,-6555470.175,0,0
DLcs@192.168.1.55@15112,20170111,-8992855.42499999,0,0
DLcs@192.168.1.55@15112,20170112,-4842497.94999996,0,0
DLcs@192.168.1.55@15112,20170113,1371385.875,0,0
DLcs@192.168.1.55@15112,20170116,16482401.2,0,0
DLcs@192.168.1.55@15112,20170117,-2691226.5,0,0
DLcs@192.168.1.55@15112,20170118,855120.65,0,0
DLcs@192.168.1.55@15112,20170119,-4188046.675,0,0
DLcs@192.168.1.55@15112,20170120,4548121.62499996,0,0
DLcs@192.168.1.55@15112,20170123,353260.925000066,0,0
DLcs@192.168.1.55@15112,20170124,347195.425,0,0
DLcs@192.168.1.55@15112,20170125,9096505.85000015,0,0
DLcs@192.168.1.55@15112,20170126,1020630.62499998,0,0
DLcs@192.168.1.55@15112,20170203,3412503.84999987,0,0
DLcs@192.168.1.55@15112,20170206,18196011.075,0,0
DLcs@192.168.1.55@15112,20170207,-4154244.3,0,0
DLcs@192.168.1.55@15112,20170208,-11123573.2,0,0
DLcs@192.168.1.55@15112,20170209,2342892.525,0,0
DLcs@192.168.1.55@15112,20170210,-7702391.175,0,0
DLcs@192.168.1.55@15112,20170213,-3600598.375,0,0
DLcs@192.168.1.55@15112,20170214,12526728.9250001,0,0
DLcs@192.168.1.55@15112,20170215,7550588.1,0,0
DLcs@192.168.1.55@15112,20170216,-2551675.925,0,0
DLcs@192.168.1.55@15112,20170217,7644504.07500012,0,0
DLcs@192.168.1.55@15112,20170220,-4249375.17500008,0,0
DLcs@192.168.1.55@15112,20170221,8152651.675,0,0
DLcs@192.168.1.55@15112,20170222,11588091.625,0,0
DLcs@192.168.1.55@15112,20170223,-9615965.55,0,0
DLcs@192.168.1.55@15112,20170224,7331678.47499997,0,0
DLcs@192.168.1.55@15112,20170227,15801293.3,0,0
DLcs@192.168.1.55@15112,20170228,-9868471.3,0,0
DLcs@192.168.1.55@15112,20170301,-3069425.975,0,0
DLcs@192.168.1.55@15112,20170302,-1111099.925,0,0
DLcs@192.168.1.55@15112,20170303,872037.124999912,0,0
DLcs@192.168.1.55@15112,20170306,-13271634.725,0,0
DLcs@192.168.1.55@15112,20170307,-1587672.3000001,0,0
DLcs@192.168.1.55@15112,20170308,11120843.9500001,0,0
DLcs@192.168.1.55@15112,20170309,-3585507.57499999,0,0
DLcs@192.168.1.55@15112,20170310,-3085509.0,0,0
DLcs@192.168.1.55@15112,20170313,4211512.62500001,0,0
DLcs@192.168.1.55@15112,20170314,3256877.775,0,0
DLcs@192.168.1.55@15112,20170315,-5050009.22500008,0,0
DLcs@192.168.1.55@15112,20170316,1339337.4,0,0
DLcs@192.168.1.55@15112,20170317,7389081.3749999,0,0
DLcs@192.168.1.55@15112,20170320,-7540692.64999998,0,0
DLcs@192.168.1.55@15112,20170321,7873949.75,0,0
DLcs@192.168.1.55@15112,20170322,19011298.475,0,0
DLcs@192.168.1.55@15112,20170323,-9193386.475,0,0
DLcs@192.168.1.55@15112,20170324,6617884.52499989,0,0
DLcs@192.168.1.55@15112,20170327,1987473.475,0,0
DLcs@192.168.1.55@15112,20170328,-14156898.9749999,0,0
DLcs@192.168.1.55@15112,20170329,8010257.35,0,0
DLcs@192.168.1.55@15112,20170330,4958723.67499983,0,0
DLcs@192.168.1.55@15112,20170331,-7559299.37500009,0,0
DLcs@192.168.1.55@15112,20170405,6898951.075,0,0
DLcs@192.168.1.55@15112,20170406,-15008179.575,0,0
DLcs@192.168.1.55@15112,20170407,-9995230.09999997,0,0
DLcs@192.168.1.55@15112,20170410,4992225.60000017,0,0
DLcs@192.168.1.55@15112,20170411,19533331.1249999,0,0
DLcs@192.168.1.55@15112,20170412,1939803.77500015,0,0
DLcs@192.168.1.55@15112,20170413,-7319985.5,0,0
DLcs@192.168.1.55@15112,20170414,8613989.45,0,0
DLcs@192.168.1.55@15112,20170417,-12155352.75,0,0
DLcs@192.168.1.55@15112,20170418,8039251.00000003,0,0
DLcs@192.168.1.55@15112,20170419,3509692.39999996,0,0
DLcs@192.168.1.55@15112,20170420,-5237758.725,0,0
DLcs@192.168.1.55@15112,20170421,12607220.1,0,0
DLcs@192.168.1.55@15112,20170424,-13686222.6,0,0
DLcs@192.168.1.55@15112,20170425,15116160.2250002,0,0
DLcs@192.168.1.55@15112,20170426,3082984.17500004,0,0
DLcs@192.168.1.55@15112,20170427,10750977.5250001,0,0
DLcs@192.168.1.55@15112,20170428,-9614222.12499992,0,0
DLcs@192.168.1.55@15112,20170502,-4809722.17499988,0,0
DLcs@192.168.1.55@15112,20170503,-5850609.97499998,0,0
