TraderId,Date,Pnl,Commission,Slippage
SQfu_DLv@192.168.1.29@13713,20180717,-274895850.0,0,0
SQfu_DLv@192.168.1.29@13713,20180718,-692850.0,0,0
SQfu_DLv@192.168.1.29@13713,20180719,-18557000.0,0,0
SQfu_DLv@192.168.1.29@13713,20180720,-6731800.0,0,0
SQfu_DLv@192.168.1.29@13713,20180723,2237300.0,0,0
SQfu_DLv@192.168.1.29@13713,20180724,-30755700.0,0,0
SQfu_DLv@192.168.1.29@13713,20180725,-26396883.19047,0,0
SQfu_DLv@192.168.1.29@13713,20180726,7239870.0,0,0
SQfu_DLv@192.168.1.29@13713,20180727,-12856860.0,0,0
SQfu_DLv@192.168.1.29@13713,20180730,-4172670.0,0,0
SQfu_DLv@192.168.1.29@13713,20180731,-4122000.0,0,0
SQfu_DLv@192.168.1.29@13713,20180801,-10958714.38835,0,0
SQfu_DLv@192.168.1.29@13713,20180802,4404940.0,0,0
SQfu_DLv@192.168.1.29@13713,20180803,-6874690.0,0,0
SQfu_DLv@192.168.1.29@13713,20180806,-1453305.0667,0,0
SQfu_DLv@192.168.1.29@13713,20180807,19900830.0,0,0
SQfu_DLv@192.168.1.29@13713,20180808,-29358982.56986,0,0
SQfu_DLv@192.168.1.29@13713,20180809,3237450.0,0,0
SQfu_DLv@192.168.1.29@13713,20180810,7555800.0,0,0
SQfu_DLv@192.168.1.29@13713,20180813,-29097404.79346,0,0
SQfu_DLv@192.168.1.29@13713,20180814,-5913280.0,0,0
SQfu_DLv@192.168.1.29@13713,20180815,5066183.82271,0,0
SQfu_DLv@192.168.1.29@13713,20180816,44091680.0,0,0
SQfu_DLv@192.168.1.29@13713,20180817,-10649580.0,0,0
SQfu_DLv@192.168.1.29@13713,20180820,-5917750.0,0,0
SQfu_DLv@192.168.1.29@13713,20180821,-965050.381990001,0,0
SQfu_DLv@192.168.1.29@13713,20180822,8285125.0,0,0
SQfu_DLv@192.168.1.29@13713,20180823,31644300.0,0,0
SQfu_DLv@192.168.1.29@13713,20180824,22667025.0,0,0
SQfu_DLv@192.168.1.29@13713,20180827,-11466050.0,0,0
SQfu_DLv@192.168.1.29@13713,20180828,4026225.0,0,0
SQfu_DLv@192.168.1.29@13713,20180829,-7831550.0,0,0
SQfu_DLv@192.168.1.29@13713,20180830,26831675.0,0,0
SQfu_DLv@192.168.1.29@13713,20180831,27603350.0,0,0
SQfu_DLv@192.168.1.29@13713,20180903,-9569275.0,0,0
SQfu_DLv@192.168.1.29@13713,20180904,1864375.0,0,0
SQfu_DLv@192.168.1.29@13713,20180905,-9123655.91806,0,0
SQfu_DLv@192.168.1.29@13713,20180906,9419180.0,0,0
SQfu_DLv@192.168.1.29@13713,20180907,-2510.0,0,0
SQfu_DLv@192.168.1.29@13713,20180910,-296708.63732,0,0
SQfu_DLv@192.168.1.29@13713,20180911,10907960.0,0,0
SQfu_DLv@192.168.1.29@13713,20180912,23983010.0,0,0
SQfu_DLv@192.168.1.29@13713,20180913,-15222660.0,0,0
SQfu_DLv@192.168.1.29@13713,20180914,4955223.68125,0,0
SQfu_DLv@192.168.1.29@13713,20180917,-18514445.7208,0,0
