\Allocation CnCom.Id807035_Day_SS8\Day\Cn.All.60B.PairX(MFA)@CnCom.Id807035.CnOil_All\SQfu_DLl@192.168.1.29@13703.csv,0
\Allocation CnCom.Id807035_Day_SS8\Day\Cn.All.60B.PairX(MFA)@CnCom.Id807035.CnOil_All\SQfu_DLpp@192.168.1.29@13708.csv,0
\Allocation CnCom.Id807035_Day_SS8\Day\Cn.All.60B.PairX(MFA)@CnCom.Id807035.CnOil_All\SQfu_DLv@192.168.1.29@13713.csv,0
\Allocation CnCom.Id807035_Day_SS8\Day\Cn.All.60B.PairX(MFA)@CnCom.Id807035.CnOil_All\SQfu_SQbu@192.168.1.29@13718.csv,0
\Allocation CnCom.Id807035_Day_SS8\Day\Cn.All.60B.PairX(MFA)@CnCom.Id807035.CnOil_All\SQfu_SQru@192.168.1.29@13723.csv,0
\Allocation CnCom.Id807035_Day_SS8\Day\Cn.All.60B.PairX(MFA)@CnCom.Id807035.CnOil_All\SQfu_SQsc@192.168.1.29@13728.csv,0
\Allocation CnCom.Id807035_Day_SS8\Day\Cn.All.60B.PairX(MFA)@CnCom.Id807035.CnOil_All\SQfu_ZZMA@192.168.1.29@13733.csv,0
\Allocation CnCom.Id807035_Day_SS8\Day\Cn.All.60B.PairX(MFA)@CnCom.Id807035.CnOil_All\SQfu_ZZTA@192.168.1.29@13738.csv,0
\Allocation CnCom.Id807035_Day_SS8\Day\Cn.All.60B.PairX(MFA)@Cn.Id807035.ComM3_AuAg\SQau2_SQag@192.168.1.55@11304.csv,0
\Allocation CnCom.Id807035_Day_SS8\Day\Cn.All.60B.PairX(MFA)@Cn.Id807035.ComM3\SQal_SQni@192.168.1.55@11301.csv,0
\Allocation CnCom.Id807035_Day_SS8\Day\Cn.All.60B.PairX(MFA)@Cn.Id807035.ComM3\SQal_SQsn@192.168.1.55@11302.csv,0
\Allocation CnCom.Id807035_Day_SS8\Day\Cn.All.60B.PairX(MFA)@Cn.Id807035.ComM3\SQal_SQzn@192.168.1.55@11303.csv,0
\Allocation CnCom.Id807035_Day_SS8\Day\Cn.All.60B.PairX(MFA)@Cn.Id807035.ComM3\SQcu_SQal@192.168.1.55@11305.csv,0
\Allocation CnCom.Id807035_Day_SS8\Day\Cn.All.60B.PairX(MFA)@Cn.Id807035.ComM3\SQcu_SQni@192.168.1.55@11306.csv,0
\Allocation CnCom.Id807035_Day_SS8\Day\Cn.All.60B.PairX(MFA)@Cn.Id807035.ComM3\SQzn_SQni@192.168.1.55@11307.csv,0
\Allocation CnCom.Id807035_Day_SS8\Day\Cn.All.60B.PairX(MFA)@Cn.Id807035.ComM3\SQzn_SQsn@192.168.1.55@11308.csv,0
\Allocation CnCom.Id807035_Day_SS8\Day\Cn.All.60B.PairX(MFA)@Cn.Id807035.ComC3\DLl_SQbu@192.168.1.55@11201.csv,0
\Allocation CnCom.Id807035_Day_SS8\Day\Cn.All.60B.PairX(MFA)@Cn.Id807035.ComC3\DLl_SQru@192.168.1.55@11202.csv,0
\Allocation CnCom.Id807035_Day_SS8\Day\Cn.All.60B.PairX(MFA)@Cn.Id807035.ComC3\DLl_ZZMA@192.168.1.55@11203.csv,0
\Allocation CnCom.Id807035_Day_SS8\Day\Cn.All.60B.PairX(MFA)@Cn.Id807035.ComC3\DLl_ZZTA@192.168.1.55@11204.csv,0
\Allocation CnCom.Id807035_Day_SS8\Day\Cn.All.60B.PairX(MFA)@Cn.Id807035.ComC3\DLpp_SQbu@192.168.1.55@11205.csv,0
