\Allocation qs1\Night\Cn.All.60B.PairX(MFA)@Cn.Id807035.ComM3N_AuAg\SQau2_SQag@192.168.1.61@36404.csv,0
\Allocation qs1\Night\Cn.All.60B.PairX(MFA)@Cn.Id807035.ComM3N\SQal_SQni@192.168.1.61@36401.csv,0
\Allocation qs1\Night\Cn.All.60B.PairX(MFA)@Cn.Id807035.ComM3N\SQal_SQsn@192.168.1.61@36402.csv,0
\Allocation qs1\Night\Cn.All.60B.PairX(MFA)@Cn.Id807035.ComM3N\SQal_SQzn@192.168.1.61@36403.csv,0
\Allocation qs1\Night\Cn.All.60B.PairX(MFA)@Cn.Id807035.ComM3N\SQcu_SQni@192.168.1.61@36405.csv,0
\Allocation qs1\Night\Cn.All.60B.PairX(MFA)@Cn.Id807035.ComM3N\SQzn_SQni@192.168.1.61@36406.csv,0
\Allocation qs1\Night\Cn.All.60B.PairX(MFA)@Cn.Id807035.ComM3N\SQzn_SQsn@192.168.1.61@36407.csv,0
\Allocation qs1\Night\Cn.All.60B.PairX(MFA)@Cn.Id807035.ComC3N\ZZMA_SQbu@192.168.1.61@36301.csv,0.188944282307616
\Allocation qs1\Night\Cn.All.60B.PairX(MFA)@Cn.Id807035.ComB3N\DLi_DLjm@192.168.1.61@36201.csv,0.0227687834103152
\Allocation qs1\Night\Cn.All.60B.PairX(MFA)@Cn.Id807035.ComB3N\DLi_SQhc@192.168.1.61@36202.csv,0.024115961443441
\Allocation qs1\Night\Cn.All.60B.PairX(MFA)@Cn.Id807035.ComB3N\DLi_SQrb@192.168.1.61@36203.csv,0.0256103512611333
\Allocation qs1\Night\Cn.All.60B.PairX(MFA)@Cn.Id807035.ComB3N\DLi_ZZTC@192.168.1.61@36204.csv,0.020258533709229
\Allocation qs1\Night\Cn.All.60B.PairX(MFA)@Cn.Id807035.ComB3N\DLjm_SQrb@192.168.1.61@36205.csv,0.0385787005307038
\Allocation qs1\Night\Cn.All.60B.PairX(MFA)@Cn.Id807035.ComB3N\DLj_DLjm@192.168.1.61@36206.csv,0.0433250376075174
\Allocation qs1\Night\Cn.All.60B.PairX(MFA)@Cn.Id807035.ComB3N\DLj_SQhc@192.168.1.61@36207.csv,0.0402066059779224
\Allocation qs1\Night\Cn.All.60B.PairX(MFA)@Cn.Id807035.ComB3N\DLj_SQrb@192.168.1.61@36208.csv,0.0412504768942249
\Allocation qs1\Night\Cn.All.60B.PairX(MFA)@Cn.Id807035.ComB3N\DLj_ZZTC@192.168.1.61@36209.csv,0.0316765591491063
\Allocation qs1\Night\Cn.All.60B.PairX(MFA)@Cn.Id807035.ComA3N\DLm_DLy@192.168.1.61@36101.csv,0
\Allocation qs1\Night\Cn.All.60B.PairX(MFA)@Cn.Id807035.ComA3N\DLm_ZZSR@192.168.1.61@36102.csv,0
\Allocation qs1\Night\Cn.All.60B.PairX(MFA)@Cn.Id807035.ComA3N\DLp_DLy@192.168.1.61@36103.csv,0
\Allocation qs1\Night\Cn.All.60B.PairX(MFA)@Cn.Id807035.ComA3N\DLp_ZZOI@192.168.1.61@36104.csv,0.223382636148533
\Allocation qs1\Day\Cn.All.60B.PairX(MFA)@CnCom.Id807035.CnOil_All\SQfu_DLl@192.168.1.53@36903.csv,0
\Allocation qs1\Day\Cn.All.60B.PairX(MFA)@CnCom.Id807035.CnOil_All\SQfu_DLpp@192.168.1.53@36908.csv,0
\Allocation qs1\Day\Cn.All.60B.PairX(MFA)@CnCom.Id807035.CnOil_All\SQfu_DLv@192.168.1.53@36913.csv,0.0391721542288429
\Allocation qs1\Day\Cn.All.60B.PairX(MFA)@CnCom.Id807035.CnOil_All\SQfu_SQbu@192.168.1.53@36918.csv,0.0505442204029811
\Allocation qs1\Day\Cn.All.60B.PairX(MFA)@CnCom.Id807035.CnOil_All\SQfu_SQru@192.168.1.53@36923.csv,0
\Allocation qs1\Day\Cn.All.60B.PairX(MFA)@CnCom.Id807035.CnOil_All\SQfu_SQsc@192.168.1.53@36928.csv,0
\Allocation qs1\Day\Cn.All.60B.PairX(MFA)@CnCom.Id807035.CnOil_All\SQfu_ZZMA@192.168.1.53@36933.csv,0.0358705861642859
\Allocation qs1\Day\Cn.All.60B.PairX(MFA)@CnCom.Id807035.CnOil_All\SQfu_ZZTA@192.168.1.53@36938.csv,0.0387880782870804
\Allocation qs1\Day\Cn.All.60B.PairX(MFA)@Cn.Id807035.ComM3_AuAg\SQau2_SQag@192.168.1.61@35404.csv,0
\Allocation qs1\Day\Cn.All.60B.PairX(MFA)@Cn.Id807035.ComM3\SQal_SQni@192.168.1.61@35401.csv,0
\Allocation qs1\Day\Cn.All.60B.PairX(MFA)@Cn.Id807035.ComM3\SQal_SQsn@192.168.1.61@35402.csv,0
\Allocation qs1\Day\Cn.All.60B.PairX(MFA)@Cn.Id807035.ComM3\SQal_SQzn@192.168.1.61@35403.csv,0
\Allocation qs1\Day\Cn.All.60B.PairX(MFA)@Cn.Id807035.ComM3\SQcu_SQal@192.168.1.61@35405.csv,0
\Allocation qs1\Day\Cn.All.60B.PairX(MFA)@Cn.Id807035.ComM3\SQcu_SQni@192.168.1.61@35406.csv,0
\Allocation qs1\Day\Cn.All.60B.PairX(MFA)@Cn.Id807035.ComM3\SQzn_SQni@192.168.1.61@35407.csv,0
\Allocation qs1\Day\Cn.All.60B.PairX(MFA)@Cn.Id807035.ComM3\SQzn_SQsn@192.168.1.61@35408.csv,0
\Allocation qs1\Day\Cn.All.60B.PairX(MFA)@Cn.Id807035.ComF3\ZZAP_DLa@192.168.1.53@37201.csv,0
\Allocation qs1\Day\Cn.All.60B.PairX(MFA)@Cn.Id807035.ComF3\ZZAP_DLc@192.168.1.53@37202.csv,0.0484387501306246
\Allocation qs1\Day\Cn.All.60B.PairX(MFA)@Cn.Id807035.ComF3\ZZAP_DLcs@192.168.1.53@37203.csv,0.0475230269202249
\Allocation qs1\Day\Cn.All.60B.PairX(MFA)@Cn.Id807035.ComF3\ZZAP_DLjd@192.168.1.53@37204.csv,0
\Allocation qs1\Day\Cn.All.60B.PairX(MFA)@Cn.Id807035.ComF3\ZZAP_DLm@192.168.1.53@37205.csv,0
\Allocation qs1\Day\Cn.All.60B.PairX(MFA)@Cn.Id807035.ComF3\ZZAP_DLp@192.168.1.53@37206.csv,0.0410028496902926
\Allocation qs1\Day\Cn.All.60B.PairX(MFA)@Cn.Id807035.ComF3\ZZAP_DLy@192.168.1.53@37207.csv,0.0434317638641561
\Allocation qs1\Day\Cn.All.60B.PairX(MFA)@Cn.Id807035.ComF3\ZZAP_ZZCF@192.168.1.53@37208.csv,0
