\Allocation\Cn.Com.60B.Pattern@CnCom.Id007929.T2NV\DLa@192.168.1.55@15101.csv,0
\Allocation\Cn.Com.60B.Pattern@CnCom.Id007929.T2NV\DLa@192.168.1.55@15102.csv,0
\Allocation\Cn.Com.60B.Pattern@CnCom.Id007929.T2NV\DLa@192.168.1.55@15103.csv,0
\Allocation\Cn.Com.60B.Pattern@CnCom.Id007929.T2NV\DLa@192.168.1.55@15104.csv,0.0739423066080338
\Allocation\Cn.Com.60B.Pattern@CnCom.Id007929.T2NV\DLa@192.168.1.55@15105.csv,0
\Allocation\Cn.Com.60B.Pattern@CnCom.Id007929.T2NV\DLb@192.168.1.55@15106.csv,0
\Allocation\Cn.Com.60B.Pattern@CnCom.Id007929.T2NV\DLb@192.168.1.55@15107.csv,0
\Allocation\Cn.Com.60B.Pattern@CnCom.Id007929.T2NV\DLb@192.168.1.55@15108.csv,0
\Allocation\Cn.Com.60B.Pattern@CnCom.Id007929.T2NV\DLb@192.168.1.55@15109.csv,0
\Allocation\Cn.Com.60B.Pattern@CnCom.Id007929.T2NV\DLb@192.168.1.55@15110.csv,0
\Allocation\Cn.Com.60B.Pattern@CnCom.Id007929.T2NV\DLc@192.168.1.55@15116.csv,0.107261413663888
\Allocation\Cn.Com.60B.Pattern@CnCom.Id007929.T2NV\DLc@192.168.1.55@15117.csv,0.107261413663888
\Allocation\Cn.Com.60B.Pattern@CnCom.Id007929.T2NV\DLc@192.168.1.55@15118.csv,0.107261413663888
\Allocation\Cn.Com.60B.Pattern@CnCom.Id007929.T2NV\DLc@192.168.1.55@15119.csv,0
\Allocation\Cn.Com.60B.Pattern@CnCom.Id007929.T2NV\DLc@192.168.1.55@15120.csv,0
\Allocation\Cn.Com.60B.Pattern@CnCom.Id007929.T2NV\DLcs@192.168.1.55@15111.csv,0
\Allocation\Cn.Com.60B.Pattern@CnCom.Id007929.T2NV\DLcs@192.168.1.55@15112.csv,0
\Allocation\Cn.Com.60B.Pattern@CnCom.Id007929.T2NV\DLcs@192.168.1.55@15113.csv,0
\Allocation\Cn.Com.60B.Pattern@CnCom.Id007929.T2NV\DLcs@192.168.1.55@15114.csv,0
\Allocation\Cn.Com.60B.Pattern@CnCom.Id007929.T2NV\DLcs@192.168.1.55@15115.csv,0
\Allocation\Cn.Com.60B.Pattern@CnCom.Id007929.T2NV\DLeg@192.168.1.55@15121.csv,0
\Allocation\Cn.Com.60B.Pattern@CnCom.Id007929.T2NV\DLeg@192.168.1.55@15122.csv,0.0448801519712495
\Allocation\Cn.Com.60B.Pattern@CnCom.Id007929.T2NV\DLeg@192.168.1.55@15123.csv,0
\Allocation\Cn.Com.60B.Pattern@CnCom.Id007929.T2NV\DLeg@192.168.1.55@15124.csv,0
\Allocation\Cn.Com.60B.Pattern@CnCom.Id007929.T2NV\DLeg@192.168.1.55@15125.csv,0
\Allocation\Cn.Com.60B.Pattern@CnCom.Id007929.T2NV\DLi@192.168.1.55@15126.csv,0
\Allocation\Cn.Com.60B.Pattern@CnCom.Id007929.T2NV\DLi@192.168.1.55@15127.csv,0
\Allocation\Cn.Com.60B.Pattern@CnCom.Id007929.T2NV\DLi@192.168.1.55@15128.csv,0
\Allocation\Cn.Com.60B.Pattern@CnCom.Id007929.T2NV\DLi@192.168.1.55@15129.csv,0
\Allocation\Cn.Com.60B.Pattern@CnCom.Id007929.T2NV\DLi@192.168.1.55@15130.csv,0.0247455753417548
