DLa@192.168.1.17@55501.csv,Sharpe=0.269,Volatility=0.075,0.15/V=1.997,0.12/V=1.598
DLa@192.168.1.17@55502.csv,Sharpe=0.099,Volatility=0.077,0.15/V=1.960,0.12/V=1.568
DLa@192.168.1.17@55503.csv,Sharpe=-0.432,Volatility=0.076,0.15/V=1.978,0.12/V=1.583
DLcs@192.168.1.17@55504.csv,Sharpe=-0.117,Volatility=0.081,0.15/V=1.860,0.12/V=1.488
DLcs@192.168.1.17@55505.csv,Sharpe=0.109,Volatility=0.080,0.15/V=1.879,0.12/V=1.503
DLcs@192.168.1.17@55506.csv,Sharpe=0.385,Volatility=0.081,0.15/V=1.849,0.12/V=1.479
DLj@192.168.1.17@55510.csv,Sharpe=1.256,Volatility=0.173,0.15/V=0.865,0.12/V=0.692
DLj@192.168.1.17@55511.csv,Sharpe=0.874,Volatility=0.186,0.15/V=0.806,0.12/V=0.645
DLj@192.168.1.17@55512.csv,Sharpe=0.270,Volatility=0.191,0.15/V=0.784,0.12/V=0.627
DLjd@192.168.1.17@55507.csv,Sharpe=1.934,Volatility=0.151,0.15/V=0.997,0.12/V=0.797
DLjd@192.168.1.17@55508.csv,Sharpe=0.898,Volatility=0.149,0.15/V=1.007,0.12/V=0.805
DLjd@192.168.1.17@55509.csv,Sharpe=1.245,Volatility=0.146,0.15/V=1.026,0.12/V=0.821
DLl@192.168.1.17@55513.csv,Sharpe=-0.750,Volatility=0.080,0.15/V=1.884,0.12/V=1.507
DLl@192.168.1.17@55514.csv,Sharpe=-0.021,Volatility=0.077,0.15/V=1.960,0.12/V=1.568
DLl@192.168.1.17@55515.csv,Sharpe=0.059,Volatility=0.078,0.15/V=1.934,0.12/V=1.547
DLm@192.168.1.17@55516.csv,Sharpe=0.362,Volatility=0.067,0.15/V=2.248,0.12/V=1.799
DLm@192.168.1.17@55517.csv,Sharpe=0.625,Volatility=0.067,0.15/V=2.237,0.12/V=1.789
DLm@192.168.1.17@55518.csv,Sharpe=1.226,Volatility=0.065,0.15/V=2.325,0.12/V=1.860
DLp@192.168.1.17@55519.csv,Sharpe=-0.083,Volatility=0.063,0.15/V=2.381,0.12/V=1.905
DLp@192.168.1.17@55520.csv,Sharpe=1.007,Volatility=0.058,0.15/V=2.587,0.12/V=2.070
DLp@192.168.1.17@55521.csv,Sharpe=1.196,Volatility=0.058,0.15/V=2.593,0.12/V=2.075
DLy@192.168.1.17@55522.csv,Sharpe=-0.223,Volatility=0.038,0.15/V=3.899,0.12/V=3.119
DLy@192.168.1.17@55523.csv,Sharpe=0.884,Volatility=0.038,0.15/V=3.940,0.12/V=3.152
DLy@192.168.1.17@55524.csv,Sharpe=0.612,Volatility=0.036,0.15/V=4.156,0.12/V=3.325
SQrb@192.168.1.17@55525.csv,Sharpe=0.439,Volatility=0.100,0.15/V=1.500,0.12/V=1.200
SQrb@192.168.1.17@55526.csv,Sharpe=-0.057,Volatility=0.099,0.15/V=1.518,0.12/V=1.214
SQrb@192.168.1.17@55527.csv,Sharpe=-0.076,Volatility=0.102,0.15/V=1.464,0.12/V=1.171
SQru@192.168.1.17@55528.csv,Sharpe=-0.513,Volatility=0.082,0.15/V=1.826,0.12/V=1.461
SQru@192.168.1.17@55529.csv,Sharpe=-0.029,Volatility=0.080,0.15/V=1.872,0.12/V=1.497
SQru@192.168.1.17@55530.csv,Sharpe=0.129,Volatility=0.081,0.15/V=1.856,0.12/V=1.484
ZZAP@192.168.1.17@55710.csv,Sharpe=1.249,Volatility=0.158,0.15/V=0.947,0.12/V=0.758
ZZAP@192.168.1.17@55711.csv,Sharpe=0.163,Volatility=0.174,0.15/V=0.862,0.12/V=0.689
ZZAP@192.168.1.17@55712.csv,Sharpe=-0.095,Volatility=0.151,0.15/V=0.991,0.12/V=0.793
ZZCF@192.168.1.17@55531.csv,Sharpe=0.000,Volatility=0.053,0.15/V=2.826,0.12/V=2.261
ZZCF@192.168.1.17@55532.csv,Sharpe=-0.189,Volatility=0.055,0.15/V=2.747,0.12/V=2.197
ZZCF@192.168.1.17@55533.csv,Sharpe=0.556,Volatility=0.053,0.15/V=2.848,0.12/V=2.279
ZZMA@192.168.1.17@55534.csv,Sharpe=0.598,Volatility=0.111,0.15/V=1.357,0.12/V=1.086
ZZMA@192.168.1.17@55535.csv,Sharpe=0.420,Volatility=0.108,0.15/V=1.386,0.12/V=1.108
ZZMA@192.168.1.17@55536.csv,Sharpe=0.558,Volatility=0.107,0.15/V=1.401,0.12/V=1.120
ZZRM@192.168.1.17@55537.csv,Sharpe=-0.046,Volatility=0.087,0.15/V=1.716,0.12/V=1.373
ZZRM@192.168.1.17@55538.csv,Sharpe=0.288,Volatility=0.086,0.15/V=1.754,0.12/V=1.403
ZZRM@192.168.1.17@55539.csv,Sharpe=-0.070,Volatility=0.087,0.15/V=1.733,0.12/V=1.386
ZZTA@192.168.1.17@55540.csv,Sharpe=0.458,Volatility=0.084,0.15/V=1.775,0.12/V=1.420
ZZTA@192.168.1.17@55541.csv,Sharpe=0.708,Volatility=0.083,0.15/V=1.811,0.12/V=1.449
ZZTA@192.168.1.17@55542.csv,Sharpe=0.640,Volatility=0.087,0.15/V=1.718,0.12/V=1.374
ZZTC@192.168.1.17@55543.csv,Sharpe=-0.311,Volatility=0.130,0.15/V=1.150,0.12/V=0.920
ZZTC@192.168.1.17@55544.csv,Sharpe=-0.024,Volatility=0.132,0.15/V=1.133,0.12/V=0.906
ZZTC@192.168.1.17@55545.csv,Sharpe=0.164,Volatility=0.131,0.15/V=1.148,0.12/V=0.918
