TraderId,Date,Pnl,Commission,Slippage
ZZMA@192.168.1.55@10036,20170103,-1199380.0,0,0
ZZMA@192.168.1.55@10036,20170104,6801130.0,0,0
ZZMA@192.168.1.55@10036,20170105,-1058610.0,0,0
ZZMA@192.168.1.55@10036,20170106,2924810.0,0,0
ZZMA@192.168.1.55@10036,20170109,-198450.0,0,0
ZZMA@192.168.1.55@10036,20170110,-754040.0,0,0
ZZMA@192.168.1.55@10036,20170111,-4545310.0,0,0
ZZMA@192.168.1.55@10036,20170112,901110.0,0,0
ZZMA@192.168.1.55@10036,20170113,-1658374.35,0,0
ZZMA@192.168.1.55@10036,20170116,3221450.0,0,0
ZZMA@192.168.1.55@10036,20170117,-3079810.0,0,0
ZZMA@192.168.1.55@10036,20170118,4837160.0,0,0
ZZMA@192.168.1.55@10036,20170119,1023520.0,0,0
ZZMA@192.168.1.55@10036,20170120,229900.0,0,0
ZZMA@192.168.1.55@10036,20170123,40570.0,0,0
ZZMA@192.168.1.55@10036,20170124,-1902550.0,0,0
ZZMA@192.168.1.55@10036,20170125,-4550320.0,0,0
ZZMA@192.168.1.55@10036,20170126,1543820.0,0,0
ZZMA@192.168.1.55@10036,20170203,-2563780.0,0,0
ZZMA@192.168.1.55@10036,20170206,-616423.859999999,0,0
ZZMA@192.168.1.55@10036,20170207,-993420.0,0,0
ZZMA@192.168.1.55@10036,20170208,2318100.0,0,0
ZZMA@192.168.1.55@10036,20170209,-8620920.0,0,0
ZZMA@192.168.1.55@10036,20170210,-3423301.9,0,0
ZZMA@192.168.1.55@10036,20170213,-2615310.0,0,0
ZZMA@192.168.1.55@10036,20170214,-2759332.97,0,0
ZZMA@192.168.1.55@10036,20170215,6308390.0,0,0
ZZMA@192.168.1.55@10036,20170216,4422630.0,0,0
ZZMA@192.168.1.55@10036,20170217,7347360.0,0,0
ZZMA@192.168.1.55@10036,20170220,-1822580.0,0,0
ZZMA@192.168.1.55@10036,20170221,-8074820.0,0,0
ZZMA@192.168.1.55@10036,20170222,3466150.0,0,0
ZZMA@192.168.1.55@10036,20170223,1504040.0,0,0
ZZMA@192.168.1.55@10036,20170224,208850.0,0,0
ZZMA@192.168.1.55@10036,20170227,1007380.0,0,0
ZZMA@192.168.1.55@10036,20170228,-371190.0,0,0
ZZMA@192.168.1.55@10036,20170301,1392600.0,0,0
ZZMA@192.168.1.55@10036,20170302,-566870.0,0,0
ZZMA@192.168.1.55@10036,20170303,2442100.0,0,0
ZZMA@192.168.1.55@10036,20170306,-13706650.0,0,0
ZZMA@192.168.1.55@10036,20170307,3845641.48,0,0
ZZMA@192.168.1.55@10036,20170308,-2197180.0,0,0
ZZMA@192.168.1.55@10036,20170309,3777910.0,0,0
ZZMA@192.168.1.55@10036,20170310,-1073260.0,0,0
ZZMA@192.168.1.55@10036,20170313,-5308889.37,0,0
ZZMA@192.168.1.55@10036,20170314,-6517754.35,0,0
ZZMA@192.168.1.55@10036,20170315,2990500.0,0,0
ZZMA@192.168.1.55@10036,20170316,23704550.0,0,0
ZZMA@192.168.1.55@10036,20170317,12791700.0,0,0
ZZMA@192.168.1.55@10036,20170320,7237860.0,0,0
ZZMA@192.168.1.55@10036,20170321,16451620.0,0,0
ZZMA@192.168.1.55@10036,20170322,-7681930.0,0,0
ZZMA@192.168.1.55@10036,20170323,3759540.0,0,0
