TraderId,Date,Pnl,Commission,Slippage
ZZTA@192.168.1.55@10042,20170103,1099290.0,0,0
ZZTA@192.168.1.55@10042,20170104,-994043.75,0,0
ZZTA@192.168.1.55@10042,20170105,471210.0,0,0
ZZTA@192.168.1.55@10042,20170106,357180.0,0,0
ZZTA@192.168.1.55@10042,20170109,-92310.0,0,0
ZZTA@192.168.1.55@10042,20170110,898980.0,0,0
ZZTA@192.168.1.55@10042,20170111,2105070.0,0,0
ZZTA@192.168.1.55@10042,20170112,-888120.0,0,0
ZZTA@192.168.1.55@10042,20170113,774090.0,0,0
ZZTA@192.168.1.55@10042,20170116,1910790.0,0,0
ZZTA@192.168.1.55@10042,20170117,-1472160.0,0,0
ZZTA@192.168.1.55@10042,20170118,1597050.0,0,0
ZZTA@192.168.1.55@10042,20170119,-882690.0,0,0
ZZTA@192.168.1.55@10042,20170120,135750.0,0,0
ZZTA@192.168.1.55@10042,20170123,-1960860.0,0,0
ZZTA@192.168.1.55@10042,20170124,373470.0,0,0
ZZTA@192.168.1.55@10042,20170125,-1882620.8,0,0
ZZTA@192.168.1.55@10042,20170126,-1551810.0,0,0
ZZTA@192.168.1.55@10042,20170203,-1085830.0,0,0
ZZTA@192.168.1.55@10042,20170206,1795150.0,0,0
ZZTA@192.168.1.55@10042,20170207,-89930.0,0,0
ZZTA@192.168.1.55@10042,20170208,-1059380.0,0,0
ZZTA@192.168.1.55@10042,20170209,916550.0,0,0
ZZTA@192.168.1.55@10042,20170210,-254380.0,0,0
ZZTA@192.168.1.55@10042,20170213,1366200.0,0,0
ZZTA@192.168.1.55@10042,20170214,47610.0,0,0
ZZTA@192.168.1.55@10042,20170215,-4830.0,0,0
ZZTA@192.168.1.55@10042,20170216,-1191630.0,0,0
ZZTA@192.168.1.55@10042,20170217,1128150.0,0,0
ZZTA@192.168.1.55@10042,20170220,-1640738.2,0,0
ZZTA@192.168.1.55@10042,20170221,1565120.0,0,0
ZZTA@192.168.1.55@10042,20170222,2555700.0,0,0
ZZTA@192.168.1.55@10042,20170223,-1900310.0,0,0
ZZTA@192.168.1.55@10042,20170224,610080.0,0,0
ZZTA@192.168.1.55@10042,20170227,321210.0,0,0
ZZTA@192.168.1.55@10042,20170228,118580.0,0,0
ZZTA@192.168.1.55@10042,20170301,-37730.0,0,0
ZZTA@192.168.1.55@10042,20170302,1484270.0,0,0
ZZTA@192.168.1.55@10042,20170303,-1012140.0,0,0
ZZTA@192.168.1.55@10042,20170306,1730020.0,0,0
ZZTA@192.168.1.55@10042,20170307,712490.0,0,0
ZZTA@192.168.1.55@10042,20170308,1899300.0,0,0
ZZTA@192.168.1.55@10042,20170309,897940.0,0,0
ZZTA@192.168.1.55@10042,20170310,4304080.0,0,0
ZZTA@192.168.1.55@10042,20170313,1843210.0,0,0
ZZTA@192.168.1.55@10042,20170314,-663980.0,0,0
ZZTA@192.168.1.55@10042,20170315,1082210.0,0,0
ZZTA@192.168.1.55@10042,20170316,-75460.0,0,0
ZZTA@192.168.1.55@10042,20170317,-21560.0,0,0
ZZTA@192.168.1.55@10042,20170320,798730.0,0,0
ZZTA@192.168.1.55@10042,20170321,-337380.0,0,0
ZZTA@192.168.1.55@10042,20170322,-1033700.0,0,0
ZZTA@192.168.1.55@10042,20170323,-461350.0,0,0
ZZTA@192.168.1.55@10042,20170324,1983350.0,0,0
ZZTA@192.168.1.55@10042,20170327,167090.0,0,0
ZZTA@192.168.1.55@10042,20170328,-696320.0,0,0
ZZTA@192.168.1.55@10042,20170329,969020.0,0,0
ZZTA@192.168.1.55@10042,20170330,-593910.0,0,0
ZZTA@192.168.1.55@10042,20170331,520640.0,0,0
ZZTA@192.168.1.55@10042,20170405,-1737600.0,0,0
ZZTA@192.168.1.55@10042,20170406,-591385.55,0,0
ZZTA@192.168.1.55@10042,20170407,2960440.0,0,0
ZZTA@192.168.1.55@10042,20170410,-3480190.0,0,0
ZZTA@192.168.1.55@10042,20170411,-392350.0,0,0
ZZTA@192.168.1.55@10042,20170412,1882720.0,0,0
ZZTA@192.168.1.55@10042,20170413,-1684060.0,0,0
ZZTA@192.168.1.55@10042,20170414,293430.0,0,0
ZZTA@192.168.1.55@10042,20170417,-467600.0,0,0
ZZTA@192.168.1.55@10042,20170418,0.0,0,0
ZZTA@192.168.1.55@10042,20170419,1297320.0,0,0
ZZTA@192.168.1.55@10042,20170420,-1789035.9,0,0
ZZTA@192.168.1.55@10042,20170421,-1257380.0,0,0
ZZTA@192.168.1.55@10042,20170424,794980.0,0,0
ZZTA@192.168.1.55@10042,20170425,-483100.0,0,0
ZZTA@192.168.1.55@10042,20170426,-322910.0,0,0
ZZTA@192.168.1.55@10042,20170427,282230.0,0,0
ZZTA@192.168.1.55@10042,20170428,485630.0,0,0
ZZTA@192.168.1.55@10042,20170502,-298320.0,0,0
ZZTA@192.168.1.55@10042,20170503,-644654.3,0,0
ZZTA@192.168.1.55@10042,20170504,-791284.299999999,0,0
ZZTA@192.168.1.55@10042,20170505,1917930.0,0,0
ZZTA@192.168.1.55@10042,20170508,-216960.0,0,0
ZZTA@192.168.1.55@10042,20170509,4205420.0,0,0
ZZTA@192.168.1.55@10042,20170510,203400.0,0,0
ZZTA@192.168.1.55@10042,20170511,-1147540.0,0,0
ZZTA@192.168.1.55@10042,20170512,903460.0,0,0
ZZTA@192.168.1.55@10042,20170515,-865310.0,0,0
ZZTA@192.168.1.55@10042,20170516,-1928960.0,0,0
ZZTA@192.168.1.55@10042,20170517,458510.0,0,0
ZZTA@192.168.1.55@10042,20170518,499190.0,0,0
ZZTA@192.168.1.55@10042,20170519,-2378907.1,0,0
ZZTA@192.168.1.55@10042,20170522,135800.0,0,0
ZZTA@192.168.1.55@10042,20170523,-475670.0,0,0
ZZTA@192.168.1.55@10042,20170524,-108640.0,0,0
ZZTA@192.168.1.55@10042,20170525,190490.0,0,0
ZZTA@192.168.1.55@10042,20170526,-3937900.6,0,0
ZZTA@192.168.1.55@10042,20170531,575550.0,0,0
ZZTA@192.168.1.55@10042,20170601,1259040.0,0,0
ZZTA@192.168.1.55@10042,20170602,-313410.0,0,0
ZZTA@192.168.1.55@10042,20170605,-2851920.0,0,0
ZZTA@192.168.1.55@10042,20170606,-822270.0,0,0
ZZTA@192.168.1.55@10042,20170607,-889740.6,0,0
ZZTA@192.168.1.55@10042,20170608,1594720.0,0,0
ZZTA@192.168.1.55@10042,20170609,-115520.0,0,0
ZZTA@192.168.1.55@10042,20170612,-1232140.0,0,0
ZZTA@192.168.1.55@10042,20170613,3288940.0,0,0
ZZTA@192.168.1.55@10042,20170614,-768480.0,0,0
ZZTA@192.168.1.55@10042,20170615,174860.0,0,0
ZZTA@192.168.1.55@10042,20170616,-1289900.0,0,0
ZZTA@192.168.1.55@10042,20170619,2246100.0,0,0
ZZTA@192.168.1.55@10042,20170620,638520.0,0,0
ZZTA@192.168.1.55@10042,20170621,218180.0,0,0
ZZTA@192.168.1.55@10042,20170622,-2361620.0,0,0
ZZTA@192.168.1.55@10042,20170623,2666440.0,0,0
ZZTA@192.168.1.55@10042,20170626,28880.0,0,0
ZZTA@192.168.1.55@10042,20170627,1347660.0,0,0
ZZTA@192.168.1.55@10042,20170628,1347660.0,0,0
ZZTA@192.168.1.55@10042,20170629,1187240.0,0,0
ZZTA@192.168.1.55@10042,20170630,-2188340.0,0,0
ZZTA@192.168.1.55@10042,20170703,1463180.0,0,0
ZZTA@192.168.1.55@10042,20170704,2725780.0,0,0
ZZTA@192.168.1.55@10042,20170705,5259100.0,0,0
ZZTA@192.168.1.55@10042,20170706,2116140.0,0,0
ZZTA@192.168.1.55@10042,20170707,869560.0,0,0
ZZTA@192.168.1.55@10042,20170710,6333980.0,0,0
ZZTA@192.168.1.55@10042,20170711,38722720.0,0,0
ZZTA@192.168.1.55@10042,20170712,13245560.0,0,0
ZZTA@192.168.1.55@10042,20170713,-2449840.0,0,0
ZZTA@192.168.1.55@10042,20170714,17158580.0,0,0
ZZTA@192.168.1.55@10042,20170717,4188960.0,0,0
